Entity,Year,"Share of fish stocks within biologically sustainable levels (FAO, 2020)",Share of fish stocks that are overexploited,Code,Capture fisheries production (metric tons),"Fish, Seafood- Food supply quantity (kg/capita/yr) (FAO, 2020)",Industrial (large-scale commercial),Commodity Balances - Livestock and Fish Primary Equivalent - Freshwater Fish - 2761 - Production - 5510 - tonnes
Net Food Importing Developing Countries,1986,,,,,7.97,78606140.0,2328114.0
Netherlands Antilles,1986,,,ANT,,23.01,78606140.0,
Northern Africa,1986,,,,,5.91,78606140.0,206767.0
Northern America,1986,,,,,19.14,78606140.0,717512.0
Northern Europe,1986,,,,,21.17,78606140.0,195540.0
Oceania,1986,,,,,18.7,78606140.0,6084.0
Polynesia,1986,,,OWID_PYA,,33.8,78606140.0,0.0
Small island developing States,1986,,,,,15.86,78606140.0,20184.0
South America,1986,,,,,8.66,78606140.0,352653.0
South Eastern Asia,1986,,,,,18.4,78606140.0,1573431.0
Southern Africa,1986,,,,,7.54,78606140.0,4121.0
Southern Asia,1986,,,,,3.57,78606140.0,2034368.0
Southern Europe,1986,,,,,23.02,78606140.0,105149.0
Sudan (former),1986,,,,,0.99,78606140.0,22793.0
Taiwan,1986,,,TWN,,32.61,78606140.0,154140.0
USSR,1986,,,OWID_USS,,30.38,78606140.0,1124875.0
Western Africa,1986,,,,,9.45,78606140.0,353334.0
Western Asia,1986,,,,,7.29,78606140.0,67402.0
Yugoslavia,1986,,,OWID_YGS,,4.08,78606140.0,26371.0
Afghanistan,1988,,,AFG,1000.0,0.11,83223979.0,1170.0
Africa Eastern and Southern,1988,,,,2835836.3125,,83223979.0,
Africa Western and Central,1988,,,,1524068.0,,83223979.0,
Albania,1988,,,ALB,10827.2998046875,3.35,83223979.0,2838.0
Algeria,1988,,,DZA,106437.296875,4.41,83223979.0,259.0
American Samoa,1988,,,ASM,123.0,,83223979.0,
Andorra,1988,,,AND,0.0,,83223979.0,
Angola,1988,,,AGO,126031.0,24.99,83223979.0,8000.0
Antigua and Barbuda,1988,,,ATG,1488.0,46.16,83223979.0,
Arab World,1988,,,,1575689.6328125,,83223979.0,
Argentina,1988,,,ARG,496041.0,6.59,83223979.0,10945.0
Armenia,1988,,,ARM,2419.0,,83223979.0,
Aruba,1988,,,ABW,550.0,,83223979.0,
Australia,1988,,,AUS,221970.0,19.04,83223979.0,6237.0
Austria,1988,,,AUT,600.0,8.03,83223979.0,5100.0
Azerbaijan,1988,,,AZE,55340.0,,83223979.0,
Bahamas,1988,,,BHS,10464.6689453125,22.78,83223979.0,36.0
Bahrain,1988,,,BHR,6736.0,,83223979.0,
Bangladesh,1988,,,BGD,654668.0,7.82,83223979.0,664509.0
Barbados,1988,,,BRB,8939.0,31.97,83223979.0,0.0
Belarus,1988,,,BLR,2848.0,,83223979.0,
Belgium,1988,,,BEL,41541.0,,83223979.0,
Belize,1988,,,BLZ,2151.0,8.04,83223979.0,1.0
Benin,1988,,,BEN,37266.0,9.21,83223979.0,23664.0
Bermuda,1988,,,BMU,773.0,48.08,83223979.0,
Bhutan,1988,,,BTN,110.0,,83223979.0,
Bolivia,1988,,,BOL,34332.0,0.74,83223979.0,3145.0
Botswana,1988,,,BWA,1900.0,4.42,83223979.0,1900.0
Brazil,1988,,,BRA,814543.0,5.89,83223979.0,198010.0
British Virgin Islands,1988,,,VGB,582.0,,83223979.0,
Brunei,1988,,,BRN,2040.0,24.52,83223979.0,89.0
Bulgaria,1988,,,BGR,105877.0,6.41,83223979.0,13154.0
Burkina Faso,1988,,,BFA,7900.0,2.24,83223979.0,7907.0
Burundi,1988,,,BDI,11677.0,,83223979.0,
Cambodia,1988,,,KHM,82296.0,10.14,83223979.0,65755.0
Cameroon,1988,,,CMR,70799.0,12.47,83223979.0,20167.0
Canada,1988,,,CAN,1801383.0,24.42,83223979.0,174053.0
Cape Verde,1988,,,CPV,6387.0,15.31,83223979.0,
Caribbean Small States,1988,,,,141059.668945313,,83223979.0,
Cayman Islands,1988,,,CYM,386.0,,83223979.0,
Central African Republic,1988,,,CAF,13000.0,5.26,83223979.0,13079.0
Central Europe and the Baltics,1988,,,,2321293.0,,83223979.0,
Chad,1988,,,TCD,58000.0,3.79,83223979.0,58000.0
Channel Islands,1988,,,OWID_CIS,2743.0,,83223979.0,
Chile,1988,,,CHL,5344086.0,16.09,83223979.0,5510.0
China,1988,,,CHN,5812730.0,9.61,83223979.0,4422838.0
Colombia,1988,,,COL,104618.3359375,3.22,83223979.0,50707.0
Comoros,1988,,,COM,10913.0,,83223979.0,
Congo,1988,,,COG,43143.0,34.01,83223979.0,19600.0
Costa Rica,1988,,,CRI,16670.0,3.45,83223979.0,487.0
Cote d'Ivoire,1988,,,CIV,89336.0,22.61,83223979.0,27162.0
Cuba,1988,,,CUB,225323.09375,20.74,83223979.0,14850.0
Cyprus,1988,,,CYP,2505.0,14.55,83223979.0,54.0
Democratic Republic of Congo,1988,,,COD,161841.0,,83223979.0,
Denmark,1988,,,DNK,1945755.0,22.45,83223979.0,33060.0
Djibouti,1988,,,DJI,454.0,1.68,83223979.0,
Dominica,1988,,,DMA,500.0,15.92,83223979.0,0.0
Dominican Republic,1988,,,DOM,12663.0,7.33,83223979.0,1204.0
Early-demographic dividend,1988,,,,21795265.4389648,,83223979.0,
East Asia & Pacific,1988,,,,31207834.7578125,,83223979.0,
East Asia & Pacific (IDA & IBRD),1988,,,,14949199.6328125,,83223979.0,
East Asia & Pacific (excluding high income),1988,,,,15679884.6328125,,83223979.0,
Ecuador,1988,,,ECU,800393.0,8.43,83223979.0,962.0
Egypt,1988,,,EGY,232128.796875,7.43,83223979.0,208049.0
El Salvador,1988,,,SLV,11015.0,1.91,83223979.0,712.0
Equatorial Guinea,1988,,,GNQ,4000.0,,83223979.0,
Estonia,1988,,,EST,397381.0,,83223979.0,
Eswatini,1988,,,SWZ,90.0,0.14,83223979.0,110.0
Ethiopia,1988,,,ETH,4066.0,,83223979.0,
Euro area,1988,,,,5518193.734375,,83223979.0,
Europe & Central Asia,1988,,,,24113763.5341797,,83223979.0,
Europe & Central Asia (IDA & IBRD),1988,,,,11197980.7998047,,83223979.0,
Europe & Central Asia (excluding high income),1988,,,,10569954.7998047,,83223979.0,
European Union,1988,,,,8677824.734375,19.94,83223979.0,533760.0
Faeroe Islands,1988,,,FRO,363002.0,,83223979.0,
Fiji,1988,,,FJI,29120.0,39.48,83223979.0,87.0
Finland,1988,,,FIN,159624.0,31.36,83223979.0,77104.0
Fragile and conflict affected situations,1988,,,,2284929.97021484,,83223979.0,
France,1988,,,FRA,741153.0625,30.15,83223979.0,49701.0
French Polynesia,1988,,,PYF,2794.0,34.19,83223979.0,1.0
Gabon,1988,,,GAB,22091.0,39.52,83223979.0,1902.0
Gambia,1988,,,GMB,13852.0,14.25,83223979.0,2702.0
Georgia,1988,,,GEO,201355.0,,83223979.0,
Germany,1988,,,DEU,321107.0,11.34,83223979.0,55273.0
Ghana,1988,,,GHA,362050.0,25.31,83223979.0,62323.0
Gibraltar,1988,,,GIB,1.0,,83223979.0,
Greece,1988,,,GRC,119599.296875,17.27,83223979.0,6724.0
Greenland,1988,,,GRL,176199.0,,83223979.0,
Grenada,1988,,,GRD,2092.0,34.05,83223979.0,0.0
Guam,1988,,,GUM,395.0,,83223979.0,
Guatemala,1988,,,GTM,2805.0,0.68,83223979.0,598.0
Guinea,1988,,,GIN,38000.0,8.56,83223979.0,3001.0
Guinea-Bissau,1988,,,GNB,4690.0,4.66,83223979.0,150.0
Guyana,1988,,,GUY,83493.0,45.43,83223979.0,813.0
Haiti,1988,,,HTI,5517.89990234375,3.37,83223979.0,300.0
Heavily indebted poor countries (HIPC),1988,,,,2522381.21240234,,83223979.0,
High income,1988,,,,42464973.5283203,,83223979.0,
Honduras,1988,,,HND,26579.0,2.42,83223979.0,166.0
Hong Kong,1988,,,HKG,227390.0,51.83,83223979.0,6033.0
Hungary,1988,,,HUN,20324.0,5.65,83223979.0,38294.0
IBRD only,1988,,,,46816005.8310547,,83223979.0,
IDA & IBRD total,1988,,,,51998782.1137695,,83223979.0,
IDA blend,1988,,,,1081943.0,,83223979.0,
IDA only,1988,,,,4100833.28271484,,83223979.0,
IDA total,1988,,,,5182776.28271484,,83223979.0,
Iceland,1988,,,ISL,1771529.0,90.77,83223979.0,2032.0
India,1988,,,IND,2307632.0,3.35,83223979.0,1344283.0
Indonesia,1988,,,IDN,2462514.0,14.88,83223979.0,610734.0
Iran,1988,,,IRN,208792.0,3.34,83223979.0,43883.0
Iraq,1988,,,IRQ,21461.0,1.59,83223979.0,21461.0
Ireland,1988,,,IRL,273824.0,13.89,83223979.0,10007.0
Isle of Man,1988,,,IMN,5624.0,,83223979.0,
Israel,1988,,,ISR,13413.0,20.03,83223979.0,15648.0
Italy,1988,,,ITA,439227.375,20.03,83223979.0,46678.0
Jamaica,1988,,,JAM,11880.0,21.41,83223979.0,3191.0
Japan,1988,,,JPN,11401496.0,72.53,83223979.0,347546.0
Jordan,1988,,,JOR,302.0,2.89,83223979.0,370.0
Kazakhstan,1988,,,KAZ,93260.0,,83223979.0,
Kenya,1988,,,KEN,139791.0,5.78,83223979.0,130363.0
Kiribati,1988,,,KIR,25002.0,71.73,83223979.0,302.0
Kuwait,1988,,,KWT,10788.0,13.09,83223979.0,185.0
Kyrgyzstan,1988,,,KGZ,212.0,,83223979.0,
Laos,1988,,,LAO,21000.0,6.99,83223979.0,28000.0
Late-demographic dividend,1988,,,,30635099.03125,,83223979.0,
Latin America & Caribbean,1988,,,,16743088.4985352,,83223979.0,
Latin America & Caribbean (IDA & IBRD),1988,,,,16490903.7358398,,83223979.0,
Latin America & Caribbean (excluding high income),1988,,,,10809422.8295898,,83223979.0,
Latvia,1988,,,LVA,541212.0,,83223979.0,
Least developed countries: UN classification,1988,,,,3576545.28271484,,83223979.0,
Lebanon,1988,,,LBN,1713.0,0.67,83223979.0,100.0
Lesotho,1988,,,LSO,0.0,0.02,83223979.0,30.0
Liberia,1988,,,LBR,16074.0,14.7,83223979.0,4111.0
Libya,1988,,,LBY,21660.0,,83223979.0,
Liechtenstein,1988,,,LIE,0.0,,83223979.0,
Lithuania,1988,,,LTU,411535.0,,83223979.0,
Low & middle income,1988,,,,46415617.2075195,,83223979.0,
Low income,1988,,,,1750953.0,,83223979.0,
Lower middle income,1988,,,,13700377.2905273,,83223979.0,
Luxembourg,1988,,,LUX,0.0,,83223979.0,
Macao,1988,,,MAC,2485.0,22.69,83223979.0,
Madagascar,1988,,,MDG,104909.0,8.78,83223979.0,40002.0
Malawi,1988,,,MWI,80002.0,9.08,83223979.0,78811.0
Malaysia,1988,,,MYS,828913.1875,41.44,83223979.0,20227.0
Maldives,1988,,,MDV,72589.0,142.23,83223979.0,
Mali,1988,,,MLI,55858.0,7.3,83223979.0,55875.0
Malta,1988,,,MLT,896.0,14.28,83223979.0,0.0
Marshall Islands,1988,,,MHL,400.0,,83223979.0,
Mauritania,1988,,,MRT,77666.0,7.84,83223979.0,6000.0
Mauritius,1988,,,MUS,17117.0,16.1,83223979.0,6.0
Mexico,1988,,,MEX,1377858.5,10.56,83223979.0,157606.0
Micronesia (country),1988,,,FSM,2973.0,,83223979.0,
Middle East & North Africa,1988,,,,1660684.6328125,,83223979.0,
Middle East & North Africa (IDA & IBRD),1988,,,,1324857.6328125,,83223979.0,
Middle East & North Africa (excluding high income),1988,,,,1324857.6328125,,83223979.0,
Middle income,1988,,,,44664664.2075195,,83223979.0,
Moldova,1988,,,MDA,1460.0,,83223979.0,
Monaco,1988,,,MCO,2.0,,83223979.0,
Mongolia,1988,,,MNG,281.0,1.1,83223979.0,281.0
Morocco,1988,,,MAR,556290.375,7.24,83223979.0,1361.0
Mozambique,1988,,,MOZ,36433.0,3.61,83223979.0,3268.0
Myanmar,1988,,,MMR,698874.0,14.92,83223979.0,144815.0
Namibia,1988,,,NAM,33395.0,9.51,83223979.0,979.0
Nauru,1988,,,NRU,170.0,,83223979.0,
Nepal,1988,,,NPL,6975.0,0.71,83223979.0,12100.0
Netherlands,1988,,,NLD,397246.0,12.73,83223979.0,6170.0
New Caledonia,1988,,,NCL,3962.0,17.9,83223979.0,
New Zealand,1988,,,NZL,276817.0,13.36,83223979.0,3031.0
Nicaragua,1988,,,NIC,4654.0,0.79,83223979.0,118.0
Niger,1988,,,NER,2479.0,0.44,83223979.0,2499.0
Nigeria,1988,,,NGA,268883.0,7.74,83223979.0,110574.0
North America,1988,,,,7557041.0,,83223979.0,
North Korea,1988,,,PRK,732000.0,31.42,83223979.0,51000.0
Northern Mariana Islands,1988,,,MNP,227.0,,83223979.0,
Norway,1988,,,NOR,1954589.0,42.35,83223979.0,89754.0
OECD members,1988,,,,42294199.0703125,,83223979.0,
Oman,1988,,,OMN,165676.0,,83223979.0,
Other small states,1988,,,,2379495.0,,83223979.0,
Pacific island small states,1988,,,,143361.0703125,,83223979.0,
Pakistan,1988,,,PAK,428087.0,2.02,83223979.0,98493.0
Palau,1988,,,PLW,1268.0,,83223979.0,
Palestine,1988,,,PSE,,,83223979.0,
Panama,1988,,,PAN,118674.0,9.35,83223979.0,686.0
Papua New Guinea,1988,,,PNG,49195.0,,83223979.0,
Paraguay,1988,,,PRY,10000.0,2.59,83223979.0,10054.0
Peru,1988,,,PER,6637579.0,22.29,83223979.0,40730.0
Philippines,1988,,,PHL,1682873.375,34.06,83223979.0,341500.0
Poland,1988,,,POL,628026.0,14.37,83223979.0,37910.0
Portugal,1988,,,PRT,343260.0,59.23,83223979.0,1894.0
Post-demographic dividend,1988,,,,32713188.828125,,83223979.0,
Pre-demographic dividend,1988,,,,2557174.3125,,83223979.0,
Puerto Rico,1988,,,PRI,1611.0,,83223979.0,
Qatar,1988,,,QAT,3086.0,,83223979.0,
Romania,1988,,,ROU,216938.0,9.68,83223979.0,77637.0
Russia,1988,,,RUS,8190025.0,,83223979.0,
Rwanda,1988,,,RWA,1290.0,0.25,83223979.0,1328.0
Saint Kitts and Nevis,1988,,,KNA,800.0,31.66,83223979.0,0.0
Saint Lucia,1988,,,LCA,791.0,15.8,83223979.0,0.0
Saint Vincent and the Grenadines,1988,,,VCT,4648.0,10.63,83223979.0,0.0
Samoa,1988,,,WSM,2500.0,42.72,83223979.0,0.0
San Marino,1988,,,SMR,0.0,,83223979.0,
Sao Tome and Principe,1988,,,STP,3391.0,34.43,83223979.0,
Saudi Arabia,1988,,,SAU,45732.0,6.68,83223979.0,328.0
Senegal,1988,,,SEN,264966.0,27.31,83223979.0,18954.0
Seychelles,1988,,,SYC,4343.0,,83223979.0,
Sierra Leone,1988,,,SLE,52173.0,13.69,83223979.0,16630.0
Singapore,1988,,,SGP,13281.0,,83223979.0,
Small states,1988,,,,2663915.73925781,,83223979.0,
Solomon Islands,1988,,,SLB,51902.0703125,44.4,83223979.0,0.0
Somalia,1988,,,SOM,20327.0,,83223979.0,
South Africa,1988,,,ZAF,1336314.0,10.24,83223979.0,1582.0
South Asia,1988,,,,3675936.0,,83223979.0,
South Asia (IDA & IBRD),1988,,,,3675936.0,,83223979.0,
South Korea,1988,,,KOR,2317365.0,47.55,83223979.0,44325.0
Spain,1988,,,ESP,1327483.0,35.82,83223979.0,24896.0
Sri Lanka,1988,,,LKA,204875.0,15.75,83223979.0,33042.0
Sub-Saharan Africa,1988,,,,4359904.3125,,83223979.0,
Sub-Saharan Africa (IDA & IBRD),1988,,,,4359904.3125,,83223979.0,
Sub-Saharan Africa (excluding high income),1988,,,,4355561.3125,,83223979.0,
Sudan,1988,,,SDN,29200.0,,83223979.0,
Suriname,1988,,,SUR,4602.0,6.53,83223979.0,126.0
Sweden,1988,,,SWE,242711.0,28.28,83223979.0,14044.0
Switzerland,1988,,,CHE,3973.0,13.6,83223979.0,4227.0
Syria,1988,,,SYR,2493.0,,83223979.0,
Tajikistan,1988,,,TJK,309.0,,83223979.0,
Tanzania,1988,,,TZA,399328.3125,16.38,83223979.0,343759.0
Thailand,1988,,,THA,2436446.0,19.53,83223979.0,187875.0
Timor,1988,,,TLS,,0.0,83223979.0,0.0
Togo,1988,,,TGO,15455.0,13.75,83223979.0,3532.0
Tonga,1988,,,TON,2731.0,,83223979.0,
Trinidad and Tobago,1988,,,TTO,9211.0,12.56,83223979.0,0.0
Tunisia,1988,,,TUN,99183.1640625,11.15,83223979.0,248.0
Turkey,1988,,,TUR,669904.5,8.71,83223979.0,46562.0
Turkmenistan,1988,,,TKM,44445.0,,83223979.0,
Turks and Caicos Islands,1988,,,TCA,3635.0,,83223979.0,
Tuvalu,1988,,,TUV,1409.0,,83223979.0,
Uganda,1988,,,UGA,214291.0,13.13,83223979.0,214325.0
Ukraine,1988,,,UKR,968985.0,,83223979.0,
United Arab Emirates,1988,,,ARE,89500.0,20.13,83223979.0,30.0
United Kingdom,1988,,,GBR,912033.0,18.81,83223979.0,34886.0
United States,1988,,,USA,5754885.0,20.06,83223979.0,512050.0
United States Virgin Islands,1988,,,VIR,694.0,,83223979.0,
Upper middle income,1988,,,,30964286.9169922,,83223979.0,
Uruguay,1988,,,URY,113557.0,3.81,83223979.0,204.0
Uzbekistan,1988,,,UZB,5750.0,,83223979.0,
Vanuatu,1988,,,VUT,25886.0,34.42,83223979.0,0.0
Venezuela,1988,,,VEN,437662.0,13.38,83223979.0,31420.0
Vietnam,1988,,,VNM,730716.0,11.85,83223979.0,235893.0
World,1988,,,OWID_WRL,89066596.227,13.4,83223979.0,13619838.0
Yemen,1988,,,YEM,73943.0,5.66,83223979.0,
Zambia,1988,,,ZMB,66430.0,8.2,83223979.0,61977.0
Zimbabwe,1988,,,ZWE,32757.0,2.29,83223979.0,22209.0
Africa,1988,,,,,8.39,83223979.0,1607787.0
Americas,1988,,,,,13.15,83223979.0,1218684.0
Asia,1988,,,,,12.06,83223979.0,8975237.0
Australia & New Zealand,1988,,,,,18.09,83223979.0,9268.0
Belgium-Luxembourg,1988,,,,,19.71,83223979.0,1174.0
Caribbean,1988,,,,,13.31,83223979.0,19581.0
Central America,1988,,,,,8.48,83223979.0,160374.0
Czechoslovakia,1988,,,OWID_CZS,,7.48,83223979.0,25637.0
Eastern Africa,1988,,,,,6.18,83223979.0,899392.0
Eastern Asia,1988,,,,,17.45,83223979.0,5058131.0
Eastern Europe,1988,,,,,23.4,83223979.0,1316142.0
Ethiopia PDR,1988,,,,,0.08,83223979.0,3344.0
Europe,1988,,,,,22.12,83223979.0,1808472.0
"Europe, Western",1988,,,,,17.94,83223979.0,121645.0
Land Locked Developing Countries,1988,,,,,4.3,83223979.0,572800.0
Least Developed Countries,1988,,,,,7.66,83223979.0,1915944.0
Low Income Food Deficit Countries,1988,,,,,5.07,83223979.0,3473787.0
Melanesia,1988,,,OWID_MNS,,37.4,83223979.0,87.0
Micronesia (region),1988,,,,,71.73,83223979.0,302.0
Middle Africa,1988,,,,,16.42,83223979.0,120748.0
Net Food Importing Developing Countries,1988,,,,,7.99,83223979.0,2512483.0
Netherlands Antilles,1988,,,ANT,,23.62,83223979.0,
Northern Africa,1988,,,,,5.88,83223979.0,237962.0
Northern America,1988,,,,,20.49,83223979.0,686103.0
Northern Europe,1988,,,,,21.93,83223979.0,260887.0
Oceania,1988,,,,,19.76,83223979.0,9658.0
Polynesia,1988,,,OWID_PYA,,38.1,83223979.0,1.0
Small island developing States,1988,,,,,15.55,83223979.0,21067.0
South America,1988,,,,,7.82,83223979.0,352626.0
South Eastern Asia,1988,,,,,18.57,83223979.0,1634888.0
Southern Africa,1988,,,,,9.43,83223979.0,4601.0
Southern Asia,1988,,,,,3.76,83223979.0,2197480.0
Southern Europe,1988,,,,,23.94,83223979.0,109798.0
Sudan (former),1988,,,,,1.11,83223979.0,28045.0
Taiwan,1988,,,TWN,,38.81,83223979.0,186108.0
USSR,1988,,,OWID_USS,,27.76,83223979.0,1123510.0
Western Africa,1988,,,,,10.82,83223979.0,345084.0
Western Asia,1988,,,,,7.41,83223979.0,84738.0
Yugoslavia,1988,,,OWID_YGS,,4.11,83223979.0,26768.0
Afghanistan,1991,,,AFG,1100.0,0.11,79511569.0,1400.0
Africa Eastern and Southern,1991,,,,2217643.75,,79511569.0,
Africa Western and Central,1991,,,,1596435.10009766,,79511569.0,
Albania,1991,,,ALB,3012.0,0.59,79511569.0,978.0
Algeria,1991,,,DZA,79702.0,2.95,79511569.0,74.0
American Samoa,1991,,,ASM,45.0,,79511569.0,
Andorra,1991,,,AND,0.0,,79511569.0,
Angola,1991,,,AGO,117104.0,11.97,79511569.0,7000.0
Antigua and Barbuda,1991,,,ATG,1481.0,30.91,79511569.0,
Arab World,1991,,,,1588588.5546875,,79511569.0,
Argentina,1991,,,ARG,642362.0,6.44,79511569.0,10631.0
Armenia,1991,,,ARM,1933.0,,79511569.0,
Aruba,1991,,,ABW,350.0,,79511569.0,
Australia,1991,,,AUS,247658.0,20.05,79511569.0,9005.0
Austria,1991,,,AUT,500.0,9.34,79511569.0,3635.0
Azerbaijan,1991,,,AZE,37487.0,,79511569.0,
Bahamas,1991,,,BHS,11889.5439453125,24.33,79511569.0,4.0
Bahrain,1991,,,BHR,7553.0,,79511569.0,
Bangladesh,1991,,,BGD,689727.0,7.84,79511569.0,727699.0
Barbados,1991,,,BRB,2292.0,25.66,79511569.0,0.0
Belarus,1991,,,BLR,793.0,,79511569.0,
Belgium,1991,,,BEL,39891.0,,79511569.0,
Belize,1991,,,BLZ,2521.0,9.93,79511569.0,1.0
Benin,1991,,,BEN,35083.0,8.86,79511569.0,19266.0
Bermuda,1991,,,BMU,428.0,43.32,79511569.0,
Bhutan,1991,,,BTN,95.0,,79511569.0,
Bolivia,1991,,,BOL,5167.0,0.75,79511569.0,3459.0
Botswana,1991,,,BWA,1718.0,7.74,79511569.0,1000.0
Brazil,1991,,,BRA,648175.0,5.23,79511569.0,196303.0
British Virgin Islands,1991,,,VGB,634.0,,79511569.0,
Brunei,1991,,,BRN,1651.0,23.67,79511569.0,86.0
Bulgaria,1991,,,BGR,50056.0,2.89,79511569.0,9269.0
Burkina Faso,1991,,,BFA,7000.0,1.52,79511569.0,7005.0
Burundi,1991,,,BDI,20994.0,,79511569.0,
Cambodia,1991,,,KHM,117254.0,12.43,79511569.0,81372.0
Cameroon,1991,,,CMR,69318.0,7.94,79511569.0,22074.0
Canada,1991,,,CAN,1561348.0,23.26,79511569.0,182932.0
Cape Verde,1991,,,CPV,7378.10009765625,20.17,79511569.0,
Caribbean Small States,1991,,,,115205.543945313,,79511569.0,
Cayman Islands,1991,,,CYM,586.0,,79511569.0,
Central African Republic,1991,,,CAF,13500.0,4.76,79511569.0,13605.0
Central Europe and the Baltics,1991,,,,1788456.0,,79511569.0,
Chad,1991,,,TCD,60000.0,4.93,79511569.0,60000.0
Channel Islands,1991,,,OWID_CIS,2805.0,,79511569.0,
Chile,1991,,,CHL,6061055.0,16.81,79511569.0,42480.0
China,1991,,,CHN,7452199.0,10.76,79511569.0,5358019.0
Colombia,1991,,,COL,214522.0,2.49,79511569.0,24951.0
Comoros,1991,,,COM,11551.0,,79511569.0,
Congo,1991,,,COG,45334.0,31.72,79511569.0,27207.0
Costa Rica,1991,,,CRI,16043.0,4.41,79511569.0,1764.0
Cote d'Ivoire,1991,,,CIV,82855.0,15.55,79511569.0,21059.0
Cuba,1991,,,CUB,162800.59375,13.99,79511569.0,20204.0
Cyprus,1991,,,CYP,2921.0,14.76,79511569.0,67.0
Democratic Republic of Congo,1991,,,COD,165850.0,,79511569.0,
Denmark,1991,,,DNK,1751238.0,22.59,79511569.0,45358.0
Djibouti,1991,,,DJI,252.0,0.78,79511569.0,
Dominica,1991,,,DMA,552.0,22.88,79511569.0,0.0
Dominican Republic,1991,,,DOM,16839.0,6.18,79511569.0,1263.0
Early-demographic dividend,1991,,,,22417966.7524414,,79511569.0,
East Asia & Pacific,1991,,,,30866619.3457031,,79511569.0,
East Asia & Pacific (IDA & IBRD),1991,,,,17674097.9707031,,79511569.0,
East Asia & Pacific (excluding high income),1991,,,,18049860.9707031,,79511569.0,
Ecuador,1991,,,ECU,330525.0,7.51,79511569.0,1616.0
Egypt,1991,,,EGY,284431.0,8.09,79511569.0,233256.0
El Salvador,1991,,,SLV,11210.0,2.17,79511569.0,4359.0
Equatorial Guinea,1991,,,GNQ,3500.0,,79511569.0,
Estonia,1991,,,EST,327876.0,,79511569.0,
Eswatini,1991,,,SWZ,60.0,0.12,79511569.0,105.0
Ethiopia,1991,,,ETH,6335.0,,79511569.0,
Euro area,1991,,,,4894696.8125,,79511569.0,
Europe & Central Asia,1991,,,,20098837.8125,,79511569.0,
Europe & Central Asia (IDA & IBRD),1991,,,,8718759.0,,79511569.0,
Europe & Central Asia (excluding high income),1991,,,,8290132.0,,79511569.0,
European Union,1991,,,,7465607.8125,19.8,79511569.0,549673.0
Faeroe Islands,1991,,,FRO,229098.0,,79511569.0,
Fiji,1991,,,FJI,29518.380859375,36.04,79511569.0,39.0
Finland,1991,,,FIN,119372.0,30.29,79511569.0,82880.0
Fragile and conflict affected situations,1991,,,,2381530.77734375,,79511569.0,
France,1991,,,FRA,657306.5,30.91,79511569.0,55317.0
French Polynesia,1991,,,PYF,3992.0,40.95,79511569.0,3.0
Gabon,1991,,,GAB,22000.0,33.54,79511569.0,2003.0
Gambia,1991,,,GMB,24985.0,24.13,79511569.0,1665.0
Georgia,1991,,,GEO,58153.0,,79511569.0,
Germany,1991,,,DEU,235931.0,13.01,79511569.0,56167.0
Ghana,1991,,,GHA,362538.0,23.8,79511569.0,64424.0
Gibraltar,1991,,,GIB,1.0,,79511569.0,
Greece,1991,,,GRC,138644.90625,20.55,79511569.0,4544.0
Greenland,1991,,,GRL,178822.0,,79511569.0,
Grenada,1991,,,GRD,2071.0,37.02,79511569.0,0.0
Guam,1991,,,GUM,514.0,,79511569.0,
Guatemala,1991,,,GTM,6513.0,0.69,79511569.0,3013.0
Guinea,1991,,,GIN,49500.0,10.35,79511569.0,3501.0
Guinea-Bissau,1991,,,GNB,5000.0,3.35,79511569.0,200.0
Guyana,1991,,,GUY,49829.0,48.76,79511569.0,850.0
Haiti,1991,,,HTI,5216.0,2.3,79511569.0,400.0
Heavily indebted poor countries (HIPC),1991,,,,2500671.75,,79511569.0,
High income,1991,,,,38088112.7314453,,79511569.0,
Honduras,1991,,,HND,32377.0,2.66,79511569.0,184.0
Hong Kong,1991,,,HKG,220288.0,64.49,79511569.0,5544.0
Hungary,1991,,,HUN,8445.0,3.33,79511569.0,22879.0
IBRD only,1991,,,,47750018.2421875,,79511569.0,
IDA & IBRD total,1991,,,,53242194.2504883,,79511569.0,
IDA blend,1991,,,,1227527.48095703,,79511569.0,
IDA only,1991,,,,4264648.52734375,,79511569.0,
IDA total,1991,,,,5492176.00830078,,79511569.0,
Iceland,1991,,,ISL,1055867.0,90.86,79511569.0,3974.0
India,1991,,,IND,2907233.0,3.87,79511569.0,1691885.0
Indonesia,1991,,,IDN,2816195.0,15.15,79511569.0,668768.0
Iran,1991,,,IRN,255504.0,4.46,79511569.0,78223.0
Iraq,1991,,,IRQ,13485.0,0.85,79511569.0,15110.0
Ireland,1991,,,IRL,265510.0,11.68,79511569.0,14047.0
Isle of Man,1991,,,IMN,4562.0,,79511569.0,
Israel,1991,,,ISR,6373.0,22.54,79511569.0,16096.0
Italy,1991,,,ITA,411327.15625,23.1,79511569.0,57656.0
Jamaica,1991,,,JAM,15250.0,17.26,79511569.0,3555.0
Japan,1991,,,JPN,8716800.0,66.84,79511569.0,404362.0
Jordan,1991,,,JOR,370.0,3.26,79511569.0,370.0
Kazakhstan,1991,,,KAZ,69308.0,,79511569.0,
Kenya,1991,,,KEN,201397.0,6.82,79511569.0,191282.0
Kiribati,1991,,,KIR,29170.0,74.17,79511569.0,316.0
Kuwait,1991,,,KWT,2034.0,4.18,79511569.0,236.0
